feature,diff_from_others
CenterArrow_run_length_avg,0.4873858916343203
CenterArrow_count,0.4857683885043055
Y_count,0.4553875788853171
Y_run_length_avg,0.4483684867446189
Right_run_length_avg,0.417486098411806
Right_count,0.40936697405440764
B_run_length_avg,0.23049966333682015
mutual_attack_count,0.22920918742201218
B_count,0.22889603857519253
rapid_input_count,0.19550589381369182
